apellido,frec_pri,frec_seg,freq_rep
AMENOS,322,300,0
CENALMOR,322,298,0
ESPES,322,298,0
CUADRAT,322,297,6
CODONY,322,297,0
MALES,322,296,13
JUANEDA,322,290,5
MARQUET,322,286,0
PESANTEZ,322,273,11
AMENEIROS,322,272,0
CHOCRON,322,262,41
ABENOJAR,322,252,0
BEARDO,322,238,0
FORTUNATO,322,212,0
ZAITOUNI,322,81,10
GAZULLA,321,422,0
TORRONTEGUI,321,381,0
DA FONSECA,321,376,0
LASUEN,321,369,0
USANO,321,352,0
OTAZUA,321,337,15
TERRE,321,323,0
CRISTINO,321,318,0
AGUIRIANO,321,298,0
BONEL,321,292,0
ONANDIA,321,292,0
DEYA,321,288,0
BASCUAS,321,282,0
ALCAIN,321,279,0
BERROZPE,321,273,0
ABADIANO,321,238,33
SAVAL,321,234,0
MANUBENS,321,227,0
FAHMI,321,37,0
DEL CAZ,320,403,10
OLAIZ,320,373,0
MOMPARLER,320,372,6
AZCARRAGA,320,359,0
VENTUREIRA,320,347,0
CUFI,320,332,0
RINO,320,320,0
MAÑO,320,310,0
ARIJON,320,308,0
MUNIZ,320,303,0
FIERREZ,320,300,0
FRETES,320,300,0
ESPINET,320,288,0
CLAURE,320,285,0
ARETA,320,280,0
ALMENDRAS,320,266,0
SENDARRUBIAS,320,266,0
ABELAIRAS,320,261,0
BENAISA,320,261,0
ETXARRI,320,231,0
BENSLAIMAN,320,83,13
WELLS,320,59,0
MAAROUF,320,52,6
CRISTIAN,320,47,0
TODEA,320,41,0
CORTIJOS,319,391,0
ENCUENTRA,319,387,5
BALDELLOU,319,382,0
LIESA,319,332,5
TOALA,319,330,13
TENT,319,323,9
MEDRANDA,319,319,13
MENDIVE,319,319,0
ESTREMS,319,311,0
OLAGUE,319,301,0
URQUIZAR,319,296,0
LORIDO,319,295,0
CHOUCIÑO,319,294,15
NAVALPOTRO,319,291,0
REGUANT,319,274,0
GARCIA DE BLAS,319,271,0
RUF,319,270,5
ANSELMO,319,264,0
SEVILLEJA,319,233,9
DIMOVA,319,215,9
CHAUDHRY,319,161,9
ZAHIR,319,40,0
WARREN,319,33,0
HARDING,319,32,0
KADFI,319,5,0
DOSAL,318,418,6
ESCANERO,318,405,14
SARACHO,318,378,0
JUVANTENY,318,347,8
VARGAS MACHUCA,318,341,0
GABALDA,318,340,0
MOREA,318,324,0
RUJAS,318,324,0
BOEDO,318,321,0
ZUBIMENDI,318,321,0
TARAZON,318,318,19
LEJARRAGA,318,308,0
LIFANTE,318,303,0
GALEAS,318,290,0
RODRIGUEZ BARBERO,318,289,0
RAMIO,318,288,0
SICART,318,284,0
REIJA,318,281,12
ARGIZ,318,277,0
CASANELLAS,318,277,0
MEDA,318,277,0
FERNANDEZ DE PINEDO,318,270,12
GRIFOLL,318,267,0
PICATOSTE,318,250,0
ORON,318,222,7
ANTONOV,318,98,7
HAWKINS,318,50,0
TOUMI,318,40,0
EL OMARI,318,29,0
ANDREICA,318,16,0
BUNEA,318,15,0
STANCA,318,14,0
BOTEZATU,318,8,0
DOBOS,318,7,0
FECHETE,318,5,0
HERBON,317,374,7
FARRENY,317,373,5
BRIEVA,317,371,0
VENTAJA,317,359,0
ALBIZURI,317,350,0
ROTETA,317,337,0
USAN,317,333,0
BEGOÑA,317,326,0
BAQUERIZO,317,323,0
PERTEJO,317,310,7
ESPEJA,317,309,0
VIAÑO,317,302,0
LETONA,317,301,0
GREGORES,317,300,0
PAGUAY,317,292,14
SANCES,317,289,0
DE LA POZA,317,286,0
CORADA,317,282,5
DANTA,317,282,0
ZOTES,317,278,0
LUEIRO,317,266,0
PRADANOS,317,266,0
FELGUEROSO,317,259,0
MITEV,317,199,5
LEHMANN,317,91,0
MIRZA,317,84,0
AMRI,317,57,0
HASNAOUI,317,40,0
CAZAN,317,24,0
CHAMBERS,317,23,0
REIGADAS,316,400,0
CIMIANO,316,373,0
ANTIA,316,368,0
HEVILLA,316,367,6
RIVEROL,316,365,0
SISNIEGA,316,354,0
GESTIDO,316,352,5
CANDALIJA,316,336,6
PULPILLO,316,332,11
ABADAL,316,319,0
BRAS,316,316,0
FOLGOSO,316,311,0
GUIXE,316,306,0
BERGE,316,302,0
GUITERAS,316,293,0
LABORDE,316,282,0
SAINERO,316,278,0
PALAHI,316,277,0
GARCERA,316,267,0
CARLON,316,255,0
ARBERAS,316,248,0
VILLALGORDO,316,246,0
SAGRISTA,316,245,0
AZORES,316,238,0
FACI,316,234,0
VILALLONGA,316,234,0
TRASHORRAS,316,224,0
CHEMLAL,316,84,5
KOUBAA,316,56,0
LAZAAR,316,51,0
TODOR,316,8,0
CASCAJOSA,315,389,0
MARLASCA,315,382,0
FIRVIDA,315,349,28
MARDOMINGO,315,346,8
LINAZA,315,329,0
CIGANDA,315,321,0
TOMICO,315,317,0
SARROCA,315,313,0
CHIRIBOGA,315,307,6
ELENO,315,296,13
VENTIN,315,294,7
ESCASO,315,281,0
BURRUECO,315,270,0
MORQUECHO,315,269,10
CARLIN,315,267,0
BURGALETA,315,255,0
AUGUSTIN,315,200,0
BAKALI,315,93,8
BELHADI,315,34,0
SAMOILA,315,11,0
PERURENA,314,399,9
AMAGO,314,375,11
MORENTIN,314,362,0
CARRODEGUAS,314,352,0
BARTOLL,314,343,6
PLO,314,340,0
GUNTIN,314,339,0
BABILONI,314,318,5
BARANDICA,314,314,0
FRANQUEIRA,314,314,0
SALOMO,314,306,0
GARCIOLO,314,302,9
ALMIRA,314,293,6
DOTEL,314,288,0
ERREA,314,287,7
LEA,314,275,0
HERENCIAS,314,274,9
GUARDO,314,274,6
PAÑERO,314,266,0
LAOSA,314,263,0
VIDELA,314,256,0
VARILLA,314,255,6
HERVES,314,253,0
CANEL,314,225,0
GARCIA VALDECASAS,314,224,11
HOFMANN,314,90,0
CARR,314,59,0
BURKE,314,44,0
LANE,314,29,0
JURCA,314,12,0
COVACIU,314,9,0
ROTARIU,314,8,0
CHIOREAN,314,7,0
CONTRERA,313,438,0
LITAGO,313,423,0
PECOS,313,397,8
DE MESA,313,377,0
GEMAR,313,355,0
FALGAS,313,352,0
PERMANYER,313,339,0
CANDA,313,320,0
VILLAMIZAR,313,316,0
MAYORA,313,314,0
WIC,313,314,0
LAYUNTA,313,313,5
RANDEZ,313,309,0
MACUA,313,295,5
CASTAÑEIRA,313,292,0
ORTIGUEIRA,313,292,0
JUL,313,291,0
NUEDA,313,285,0
TALERO,313,284,0
ALCOHOLADO,313,282,0
GENTIL,313,278,0
MENDIGUCHIA,313,277,0
AGUINAGALDE,313,274,8
REFOJOS,313,274,0
ZUMEL,313,271,0
VERASTEGUI,313,269,0
CAMARON,313,267,5
AHIJON,313,247,0
BREZMES,313,231,0
BRUGAROLAS,313,211,0
POPOVA,313,155,0
OUADI,313,35,5
DRAGOTA,313,8,0
ELORZ,312,395,0
IDARRAGA,312,330,0
GILABERTE,312,314,0
ERASUN,312,310,20
SEPTIEN,312,308,0
APERADOR,312,301,6
LLAMES,312,300,0
VIDE,312,280,0
CEBEY,312,279,0
ROGERO,312,278,0
ZAMARRA,312,277,0
LECETA,312,265,0
BORONDO,312,264,0
CORDIDO,312,259,5
BALLADARES,312,248,0
BULLEJOS,312,238,0
BEZERRA,312,236,0
TERMES,312,231,0
GREGORY,312,66,0
SYED,312,43,10
CANELADA,311,387,0
REBOLLEDA,311,379,0
UGARRIZA,311,369,0
PUMA,311,353,0
ALANDI,311,339,0
LOACHAMIN,311,323,6
PEDROTE,311,320,0
TOURIS,311,318,0
ARGUMANEZ,311,314,12
ALAMOS,311,313,0
YUGUERO,311,311,0
CALDEIRO,311,309,0
POCEIRO,311,308,0
ALVAREZ OSSORIO,311,306,0
BUSQUIER,311,306,0
ARQUILLO,311,303,10
CANDAU,311,301,0
LASCORZ,311,295,6
SANJORGE,311,290,0
FERNANDEZ ARROYO,311,287,0
VILLACE,311,282,0
RUBIDO,311,273,0
QUINTIN,311,264,0
GABASA,311,260,0
BEROIZ,311,251,6
NOGAREDA,311,241,0
GALLUR,311,240,0
CORCOBA,311,235,0
BREVA,311,216,0
ABARKAN,311,44,0
EL YAKOUBI,311,39,0
HIGGINS,311,37,0
BUGA,311,9,0
DE LA GALA,310,386,0
ARGAIZ,310,374,16
BARBEIRA,310,373,0
CINTA,310,370,9
CILLER,310,342,0
CURRA,310,299,0
LAPEIRA,310,297,0
BORDERIA,310,295,0
MUCIENTES,310,293,9
DIARTE,310,286,5
OCTAVIO,310,286,0
GARCIA MINGUILLAN,310,283,10
AGELL,310,277,0
CASTIELLO,310,274,7
OPAZO,310,273,0
HARILLO,310,270,0
IZCARA,310,262,0
GREDILLA,310,261,0
LLAVADOR,310,253,0
LOPEZ DE URALDE,310,253,0
ORTEU,310,252,0
RODRIGUEZ DE GUZMAN,310,245,0
RUIZ DE ALEGRIA,310,245,0
MIRALLAS,310,229,0
BURNS,310,49,0
GAZAPO,309,428,0
VARILLAS,309,367,9
DEL DEDO,309,366,18
PLUAS,309,358,0
USTARROZ,309,335,5
XIFRE,309,332,0
BALMON,309,322,0
ENA,309,320,0
HERRER,309,317,13
PAMPILLON,309,309,8
BELLERIN,309,297,0
SURIOL,309,293,0
TREMIÑO,309,291,0
ESPLA,309,284,0
LORDEN,309,275,11
FAUNDEZ,309,261,0
TRANCOSO,309,260,0
BASTEIRO,309,256,6
NIÑEROLA,309,251,0
IZCUE,309,250,5
HERMOSO DE MENDOZA,309,216,0
NGUYEN,309,154,14
PETRI,309,123,0
BERG,309,65,0
CROSS,309,42,0
LATIF,309,24,0
IZTUETA,308,394,0
MODENES,308,359,5
ROSAURO,308,340,0
SAN FRANCISCO,308,340,0
VALER,308,335,0
OGALLAR,308,329,0
AYERZA,308,328,0
VINCES,308,326,0
LANTARON,308,319,0
RECH,308,317,0
MARTORI,308,308,0
SAN FELIPE,308,304,0
OLIVET,308,303,0
ONDIVIELA,308,298,0
VERTEDOR,308,294,0
SENANDE,308,281,0
CUSIDO,308,277,0
CERDEÑA,308,262,0
PUIGDOLLERS,308,257,0
CASINOS,308,251,0
CHOFRE,308,248,0
ALENDA,308,245,0
SAINZ PARDO,308,242,0
BALFAGON,308,232,0
BASTIAN,308,231,8
LOPEZ SERRANO,308,225,0
SABRIA,308,221,0
DE LUCA,308,133,0
VLADIMIROV,308,87,10
EL BAKALI,308,56,5
ZITOUNI,308,30,0
MARSH,308,24,0
MOCAN,308,10,0
JABATO,307,336,0
CARDEÑAS,307,334,0
CEPILLO,307,330,0
FAMILIA,307,315,6
BUENACHE,307,313,0
PINELO,307,312,0
FARRONA,307,308,0
CAPUZ,307,305,0
LACARTA,307,303,0
ULLAN,307,303,0
ZOYO,307,301,0
ARTUÑEDO,307,299,0
CHANZA,307,298,0
PRIEGUE,307,293,0
GUADALAJARA,307,279,17
AMANTE,307,278,0
BARBANY,307,269,0
SANCHEZ SECO,307,257,0
SAROBE,307,252,0
RAFEL,307,242,0
SESTELO,307,232,0
CORTABITARTE,307,229,0
HERZOG,307,140,12
HAMDAN,307,103,9
LAAROUSSI,307,60,0
BAI,307,39,0
LAMKADMI,307,26,0
MENGOD,306,375,0
CONDON,306,369,5
LACA,306,369,5
SERRADA,306,360,0
DE SILVA,306,356,0
GANGOITI,306,353,0
CAMPANON,306,348,6
ROCIO,306,332,0
TREMPS,306,330,0
ESEVERRI,306,300,10
ABRISQUETA,306,299,0
BROSSA,306,299,0
ARBIDE,306,293,0
RECHES,306,285,37
LAGUNILLA,306,285,0
ETXEANDIA,306,277,0
MANERA,306,276,0
PEDEMONTE,306,276,0
ROQUET,306,267,0
CANTAVELLA,306,263,0
LAREU,306,258,0
URKIA,306,247,0
SANCHEZ BEATO,306,221,0
DOUGLAS,306,55,0
STONE,306,41,0
BATES,306,25,0
TIMOFTE,306,7,0
DE COZAR,305,359,0
BARTROLI,305,328,0
HINCHADO,305,328,0
ARADILLA,305,327,0
MAMBRILLA,305,318,0
GATIUS,305,310,6
SERVIA,305,304,0
TROBAT,305,304,0
MINGOTE,305,293,0
BAGO,305,276,0
ONIS,305,274,0
VIRGOS,305,269,0
FELPETO,305,265,0
PARCERISAS,305,256,0
BOIXADERA,305,247,0
RENOVELL,305,241,10
CONCEICAO,305,221,0
VESELINOV,305,36,0
LAMRINI,305,35,6
VALEAN,305,19,0
PUJOLRAS,304,408,0
MAIA,304,407,0
NAPAL,304,402,0
ABOLAFIA,304,398,0
BEREZO,304,368,0
CAMINOS,304,352,0
ZAMARRO,304,316,0
VILLABONA,304,314,0
BULLICH,304,308,10
AIZCORBE,304,308,0
ASTOLA,304,308,0
CHUECO,304,296,0
LOPEZ TERCERO,304,296,0
PAGEO,304,292,0
SORANDO,304,286,0
MELADO,304,282,0
RAICH,304,268,0
TRESPALACIOS,304,264,0
VIVET,304,263,0
BOCETA,304,252,0
LOPEZ DE ARMENTIA,304,252,0
CELAYETA,304,245,5
NEVA,304,244,0
MENTXAKA,304,240,0
DE LA PINTA,304,228,0
FATHALLAH,304,50,10
ESSALHI,304,46,8
LACHKAR,304,38,0
SPIRIDON,304,8,0
URZAIZ,303,345,0
VELAZCO,303,338,0
LANZUELA,303,334,8
ZENTENO,303,331,0
ALDEHUELA,303,330,0
PERANDONES,303,317,23
FONTESTAD,303,311,7
ATORRASAGASTI,303,302,0
ALTARES,303,299,0
TARANILLA,303,295,0
ANTONI,303,294,0
TEMPORAL,303,288,13
BOILLOS,303,288,0
MONTFORT,303,286,0
SUMARIVA,303,277,0
PALAZUELO,303,271,0
DE LA BLANCA,303,268,0
ESQUIROL,303,266,0
ARBAIZA,303,256,0
USEROS,303,256,0
PALO,303,239,0
TAMAME,303,238,0
SAUCA,303,220,0
POPOV,303,134,0
METODIEV,303,131,0
RACHIDI,303,54,13
AGHMIR,303,33,0
CORDAL,302,351,0
TERRADELLAS,302,334,0
PILARES,302,328,0
RENOM,302,315,0
CERRAJERO,302,313,5
BORRAZAS,302,305,0
OROSCO,302,305,0
ROBALINO,302,294,0
ONTANEDA,302,288,0
FONTAIÑA,302,282,0
ESTEBA,302,279,0
EDUARDO,302,276,0
PECHE,302,274,0
BONVEHI,302,273,0
SOY,302,271,0
GENIZ,302,267,5
BORRUECO,302,255,0
SABIOTE,302,255,0
ISCAR,302,250,0
ZULAIKA,302,241,5
BOADAS,302,238,0
ARIZ,302,232,0
VOS,302,224,6
VEREDA,302,222,0
CAMPAS,302,218,0
VLADIMIROVA,302,92,0
DAHMAN,302,55,0
HADDOUTI,302,43,0
PARSONS,302,43,0
EL BOUAZZAOUI,302,23,0
ALCIBAR,301,363,0
MANFREDI,301,351,9
ALUNDA,301,351,0
NAVALES,301,331,14
MIRONES,301,328,0
AYASO,301,319,7
CANOVES,301,312,6
ANORO,301,306,0
BENEDE,301,306,0
AMBOAGE,301,290,6
BARATAS,301,290,0
ROSER,301,288,0
SERRATS,301,283,0
CLEDERA,301,282,0
DAURA,301,281,0
AYUCAR,301,273,0
CASCAN,301,263,0
CHOUSA,301,246,0
GARDEAZABAL,301,244,0
SAGARDOY,301,243,7
ARANZANA,301,232,0
DASWANI,301,226,99
DURANA,301,218,0
OBIANG,301,205,0
BUSCA,301,175,0
FUCHS,301,80,0
TRIBAK,301,71,0
SANDERS,301,63,0
KRAUSE,301,51,0
PACURAR,301,10,0
SANDRU,301,10,0
VERDUN,300,400,0
ABELLON,300,378,0
MARQUEÑO,300,346,0
TORDABLE,300,335,0
DE CRUZ,300,334,0
RAMILA,300,327,0
LUTZARDO,300,319,0
BRAGULAT,300,308,5
CASTARNADO,300,307,7
MORADILLO,300,303,14
DAGANZO,300,303,0
FIMIA,300,303,0
EIRIS,300,302,0
DAMIA,300,293,0
ESTALLO,300,270,0
AMORAGA,300,267,0
JAYA,300,249,6
TARDAGUILA,300,247,0
ALAGUERO,300,245,15
IBERNON,300,242,0
BALDOMA,300,233,9
DE ARA,300,213,0
MAHFOUD,300,61,0
OSAGIE,300,55,0
HAMMOUTI,300,51,0
HARDY,300,38,0
FRUNZA,300,11,0
BARRALES,299,378,0
REMACHO,299,357,0
YECORA,299,346,6
BASAGAÑA,299,343,0
CLOTA,299,311,0
SABE,299,309,0
COMBA,299,296,0
VIESCA,299,295,0
VERD,299,293,0
FAÑANAS,299,290,0
GUILLIN,299,287,9
ELBAL,299,287,0
MAGRI,299,285,0
PUIGBO,299,284,0
BALSECA,299,277,6
ROC,299,276,6
PILLIGUA,299,272,82
CHISBERT,299,271,0
DE LA LAMA,299,264,0
MENDILUCE,299,264,0
DE CASAS,299,261,0
POSSO,299,258,0
CERRA,299,256,0
SAN PABLO,299,252,0
CAIRO,299,236,0
ISORNA,299,226,0
YANIZ,299,220,0
RADO,299,218,0
RUILOBA,299,204,0
GRANA,299,189,5
EL OUAFI,299,32,0
BAICU,299,9,0
CARRIAZO,298,384,0
MALVAREZ,298,375,0
ERAUSQUIN,298,334,0
CEREZA,298,316,0
ARMINIO,298,314,0
CENCERRADO,298,313,0
AVEDILLO,298,312,6
CABRILLANA,298,312,0
LARRODE,298,305,0
AZAÑEDO,298,292,0
ATRIO,298,289,0
EGIA,298,283,0
LAKA,298,273,0
VIGUER,298,273,0
SAGASTA,298,268,0
NOVELLON,298,265,0
SOBLECHERO,298,258,0
GUARNER,298,251,0
CURIESES,298,240,0
ARZOZ,298,235,0
SERRATOSA,298,223,0
ALVAREZ DE TOLEDO,298,204,0
MATARO,298,195,0
PARISI,298,194,0
PISANO,298,184,0
KOHLER,298,75,0
EL BOUAZZATI,298,34,6
GRAMA,298,12,0
CIUREA,298,9,0
TANDAZO,297,401,12
TARRERO,297,379,5
LADRERO,297,359,0
PATALLO,297,352,15
BONITO,297,343,8
VILARES,297,334,0
URIONDO,297,333,0
UMBRIA,297,329,5
ESCANILLA,297,320,0
FUENTEVILLA,297,311,0
AMPOSTA,297,308,0
RUMAYOR,297,302,8
MOMPEL,297,296,0
EIRIN,297,291,0
ARADAS,297,290,0
CEZON,297,287,0
ROYANO,297,286,0
CEMBRANOS,297,277,7
GONTAN,297,277,0
CEBRERO,297,271,0
HEDRERA,297,268,9
ELOSUA,297,262,0
TENE,297,255,11
ESPUCH,297,246,0
VELEZ DE MENDIZABAL,297,243,5
CORT,297,242,0
ADROHER,297,230,0
URIBESALGO,297,188,0
REED,297,42,0
NEWTON,297,28,0
BOUAICHA,297,19,0
GAVRIL,297,17,0
CHITU,297,13,0
UDREA,297,9,0
DAÑOBEITIA,296,344,0
GLARIA,296,332,8
BERRIEL,296,330,0
MORRONDO,296,317,0
CASANY,296,316,0
POLEO,296,312,11
PEDRIDO,296,304,0
BALENCIAGA,296,301,0
ANDUGAR,296,300,0
CUBI,296,297,0
ALBILLO,296,296,0
COLS,296,293,0
CLOSAS,296,290,0
JORRO,296,288,0
CHALER,296,286,0
GORINA,296,285,0
ESCORTELL,296,284,0
SAGUAR,296,283,0
CAMEO,296,280,0
DEIROS,296,270,11
SANCHEZ VALDEPEÑAS,296,264,0
ALVERO,296,254,0
ARCHE,296,253,0
BERCEDO,296,253,0
FONTIVEROS,296,248,0
ALBERTE,296,242,5
BARDISA,296,231,10
GARRALON,296,229,6
IBARRETXE,296,189,0
MADANI,296,95,0
EL HICHOU,296,90,6
EL OUARIACHI,296,73,0
AZOUAGH,296,63,0
JAWO,296,53,20
EL GHAZOUANI,296,48,0
KONTEH,296,46,9
OMORUYI,296,44,5
EL KADI,296,40,0
NICHOLSON,296,27,0
POSTOLACHE,296,11,0
SILAGHI,296,9,0
PRECUP,296,5,0
AVALO,295,376,0
VALDEZATE,295,359,7
ABOITIZ,295,354,0
COLAO,295,346,0
CAMPAL,295,345,0
HUERTES,295,332,0
VILLARRASO,295,329,0
BASOA,295,323,0
TURRILLAS,295,321,0
ALMENDARIZ,295,320,0
ANGELATS,295,318,0
LARRABEITI,295,317,0
OTER,295,317,0
IRAZOQUI,295,307,12
CHANTADA,295,306,7
AZPIRI,295,306,0
ARQUELLADAS,295,301,12
HIJAZO,295,299,11
LECIÑENA,295,295,0
TABAR,295,292,0
SALVAGO,295,291,0
ABADES,295,288,5
BARRI,295,288,0
GANTES,295,284,0
YUCRA,295,282,0
PLOMER,295,279,9
PEDRAZO,295,276,5
ENCINOSO,295,262,5
LOPEZ REINA,295,261,0
CAVANILLAS,295,260,8
PEIRATS,295,250,0
PLANET,295,250,0
BARRIENDOS,295,222,5
MARAZUELA,295,206,0
GRECO,295,78,0
RASMUSSEN,295,75,0
BENHAMMOU,295,44,0
ULACIA,294,358,0
ARANSAY,294,340,6
CUCO,294,333,6
PANTALEON,294,330,0
OREGUI,294,321,0
RIOPEDRE,294,317,0
VINADER,294,312,0
GURI,294,306,0
SENDROS,294,305,0
BURCIO,294,301,0
ALMUDEVER,294,294,0
SALAMO,294,285,0
MAESTRA,294,282,8
HERMOSEL,294,281,0
SOLLEIRO,294,279,0
OLLES,294,263,0
REGAÑO,294,256,0
REBOSO,294,255,0
CAMPI,294,254,0
CHINER,294,249,0
MUNTAL,294,236,0
FERNANDEZ DE ARROYABE,294,235,0
SERES,294,233,0
BRAND,294,135,0
BENHADDOU,294,32,0
CRAIA,294,18,0
ANDRONIC,294,5,0
BRUALLA,293,344,0
ALASTRUEY,293,339,0
RIOLA,293,334,0
GARBIN,293,323,0
OLAECHEA,293,321,0
ABANTO,293,313,0
FREILE,293,309,5
ESCARIZ,293,305,6
FARRERO,293,303,14
BUJEDO,293,301,0
IRURETAGOIENA,293,297,0
CABIDO,293,285,0
EQUIZA,293,282,6
QUEIRO,293,276,6
MENTADO,293,274,5
OCHAGAVIA,293,272,5
DELLA,293,269,0
GENOVA,293,263,0
ROMASANTA,293,256,0
LOURES,293,246,0
RUESCA,293,227,7
LACORT,293,226,0
BALO,293,222,0
CIFRIAN,293,217,0
MENSA,293,207,0
NAZ,293,148,6
ABDI,293,62,0
BENTALEB,293,47,0
VASILESCU,293,20,0
CARDAMA,292,329,0
LAYOS,292,310,0
VENANCIO,292,309,0
LLAVATA,292,306,0
ANGOS,292,305,5
FANEGA,292,298,6
ROLANDO,292,296,0
BALLBE,292,294,0
ORZAEZ,292,289,0
QUIJIJE,292,289,0
RASILLA,292,289,0
PIRLA,292,288,16
ESTAÑOL,292,278,0
ROSALEN,292,277,0
ALBIR,292,276,9
GORGUES,292,275,0
CHOVA,292,251,0
NARBAIZA,292,244,0
LABAT,292,242,0
ALTABAS,292,236,0
BASART,292,209,0
ALBANO,292,204,0
MACHANCOSES,292,203,0
SALESA,292,199,0
YANKOVA,292,176,11
CHOULLI,292,72,13
BICA,292,43,0
SOUMARE,292,26,5
CALLERO,291,354,0
BASAURI,291,336,0
MUZAS,291,323,0
MERE,291,309,0
ALMUIÑA,291,303,6
CAÑAVERAL,291,300,0
MONCUSI,291,280,0
ECHEPARE,291,272,0
ALBACAR,291,264,0
ESCOTE,291,259,0
SENEN,291,255,0
PICOT,291,252,0
TEMES,291,249,0
SATURNINO,291,240,11
GUSTEMS,291,235,0
LLIBRE,291,230,0
VALLDOSERA,291,207,0
CHEIKH,291,108,0
ALLOUCH,291,72,0
LARSSON,291,69,0
KABA,291,34,0
DANCI,291,0,0
CORREOSO,290,373,9
AÑAÑOS,290,332,5
GOROSABEL,290,327,0
ESPERILLA,290,325,8
QUINTIAN,290,324,0
ALFRANCA,290,310,0
PLAYA,290,301,0
MIEDES,290,287,0
DE AMO,290,286,0
ORTUONDO,290,279,0
BERRON,290,267,0
SAN BARTOLOME,290,261,0
MACH,290,260,0
SUALDEA,290,258,8
VILLACRECES,290,244,0
GUIMIL,290,240,0
CARILLA,290,231,0
GARABOA,290,230,0
XIFRA,290,227,0
CANTUDO,290,211,0
OLSSON,290,72,0
BOURASS,290,45,0
JEBBOUR,290,24,6
CISSOKHO,290,21,0
IUGA,290,0,0
BUYO,289,351,0
TRASANCOS,289,328,0
ALBAR,289,319,0
ATANASIO,289,314,0
BONAFE,289,314,0
ADANEZ,289,313,0
GRANJO,289,309,0
URRUELA,289,303,0
ROCHERA,289,288,0
PEDROUZO,289,285,0
YUSTOS,289,280,0
COMBARROS,289,279,11
SALARICH,289,275,0
CARRILLO DE ALBORNOZ,289,271,0
ISTURIZ,289,261,0
FARRUS,289,259,0
HUELGA,289,255,0
CALVO DE MORA,289,244,6
TRABAZO,289,244,5
CANELAS,289,243,0
PADULLES,289,243,0
BAZACO,289,230,5
SARRI,289,228,0
DODERO,289,221,0
LAMAZARES,289,217,5
PAMPANO,289,177,0
COSTAN,289,137,0
CUNNINGHAM,289,41,0
CARROLL,289,40,0
EL HACHIMI,289,29,0
DING,289,27,0
SHARP,289,27,0
PALADE,289,16,0
MORARIU,289,14,0
DE BARROS,288,382,0
DE ABREU,288,337,0
BESO,288,335,0
PRIEDE,288,320,13
CUBILLA,288,317,0
BARRIGUETE,288,315,0
NICIEZA,288,314,0
ARTABE,288,300,0
VALDEOLMILLOS,288,294,5
ALBILLOS,288,293,14
URAN,288,291,0
OLAVARRIETA,288,286,0
RASCADO,288,282,0
ARUS,288,277,0
RENDUELES,288,275,0
BRASA,288,270,0
CAMPABADAL,288,268,0
TICONA,288,267,0
CERECEDO,288,265,0
CABALLOL,288,263,0
MOREIRO,288,258,9
SALVI,288,253,0
LEKUE,288,252,0
VALLIN,288,251,0
AREIZAGA,288,249,0
PEREZAGUA,288,248,0
AROS,288,244,0
BASORA,288,241,0
SAMINO,288,232,0
ALPERI,288,231,6
LOSAS,288,225,0
DORMIDO,288,219,0
ALBERQUILLA,288,217,0
ESQUERRA,288,186,0
ORLANDO,288,115,0
BOUKHARI,288,46,0
DAVIDSON,288,46,0
RHODES,288,45,0
GRIFFIN,288,35,0
ZAHID,288,25,0
TURCANU,288,10,0
CIURARIU,288,7,0
BRUZON,287,326,0
CAUBET,287,323,0
ORGEIRA,287,314,0
DE LA LLANA,287,306,0
BAREZ,287,302,0
ALDUNATE,287,299,0
DEL AGUA,287,296,9
LIBRAN,287,295,13
AGIS,287,289,0
TUDO,287,284,0
GRIERA,287,283,0
VIDONDO,287,282,6
GODAYOL,287,267,0
BIARNES,287,258,20
SARTO,287,253,0
SECO DE HERRERA,287,252,0
BRUCH,287,250,6
LARROYA,287,240,0
DOCAL,287,239,0
TALEGON,287,238,20
SANCHEZ DE LA BLANCA,287,234,0
PINEÑO,287,225,0
MONTOJO,287,220,13
LLEIDA,287,218,0
FERNANDEZ DE BOBADILLA,287,199,16
MARCIEL,287,194,0
DALI,287,126,0
SUTTON,287,26,0
OPRIS,287,13,0
GARLITO,286,387,0
CIURO,286,362,0
RESUA,286,328,0
TRAVERIA,286,310,0
MORIONES,286,309,0
ESPADERO,286,308,0
VEGUE,286,304,0
TRABAL,286,293,0
ARGERICH,286,262,0
BENEIT,286,262,0
TEMPLADO,286,260,0
DOMARCO,286,253,0
IRIBARNE,286,250,7
TOAQUIZA,286,246,15
ALANDETE,286,244,0
BRUGUE,286,241,0
ASTORGANO,286,238,0
TOBES,286,233,0
LARREATEGUI,286,228,0
TODA,286,227,0
EDROSA,286,215,8
FERNANDEZ BRAVO,286,207,7
ARMAN,286,165,0
MOUMEN,286,66,5
BORISLAVOV,286,54,0
EL MESBAHI,286,43,0
COOKE,286,18,0
HAKOBYAN,286,13,0
LOMBERA,285,375,17
ALMUNIA,285,372,0
SOGAS,285,340,0
ONETTI,285,322,11
RUBINOS,285,322,5
TRENCO,285,307,6
IBAR,285,307,0
ALMERICH,285,302,0
MICHAVILA,285,296,0
BADOS,285,293,0
VILARDEBO,285,293,0
VENZAL,285,285,16
AYEN,285,285,0
PEROSANZ,285,280,0
CARRIQUI,285,276,0
PINELA,285,273,0
ARBULU,285,270,8
MOGROVEJO,285,264,0
DE MATA,285,258,0
CONSUL,285,257,0
TURULL,285,254,0
SAGASTIZABAL,285,253,0
SANT,285,252,0
