nombre,frec,edad_media
RICARDO OSCAR,61,46.8
RICARDO PABLO,61,43.5
ROBERT PETER,61,53.6
ROBERTO MARIA,61,42.0
RUBEN ALFREDO,61,37.6
RUTILIO,61,66.2
SEBASTIAN FERNANDO,61,34.2
SERGIO JORGE,61,35.5
SETH,61,26.8
SHOTA,61,31.2
SIMON ANTONIO,61,37.5
SIRIO,61,44.8
STEFAN IVANOV,61,41.0
TADAS,61,25.6
TAMER,61,21.8
TAWFIK,61,22.4
TEIMURAZ,61,43.8
VASILE COSMIN,61,27.4
VICTOR CESAR,61,38.8
VIDMANTAS,61,37.6
WILSON RODRIGO,61,34.2
YERAY JOSE,61,20.0
ABDELJABAR,60,28.6
ADORACION,60,62.4
AIRAM JESUS,60,16.2
ALAE EDDINE,60,10.8
ALBERTO IVAN,60,29.0
ALEKSANDRE,60,32.9
ALVARO JORGE,60,31.0
ANDRES ELOY,60,30.5
ANDRES GERARDO,60,35.6
ANTHONY PETER,60,56.8
ANTONIO ROQUE,60,50.7
ARYAN,60,6.6
ASSIER,60,12.2
BALAZS,60,30.5
BALBIR,60,41.2
BELKHEIR,60,39.9
BENJAMIN ANTONIO,60,41.8
BENJAMIN JESUS,60,36.0
BRIAN ANDRES,60,11.0
BRIAN MICHAEL,60,55.1
CALIN IOAN,60,30.6
CALOGERO,60,45.5
CANDIDO LUIS,60,55.6
CARLOS ANDRE,60,24.5
CESAR ANIBAL,60,41.0
CESAREO JOSE,60,48.9
CHAREF,60,38.5
COSMIN ANDREI,60,13.5
CRISTOBAL ANGEL,60,38.0
DAVOR,60,24.2
DESISLAV,60,25.9
DIEGO EMILIO,60,32.8
DIONISIO MANUEL,60,46.6
DUMITREL,60,35.1
EDELIO,60,58.3
ELIBERTO,60,55.7
EMIDIO,60,51.5
EMILIO SALVADOR,60,41.9
ERO,60,20.9
EZIO,60,52.0
FACUNDO NAHUEL,60,15.7
FATHALLAH,60,30.0
FAUSTINO JESUS,60,46.2
FAUSTO JOSE,60,40.0
FELIPE DANIEL,60,32.1
FELIPE DAVID,60,28.4
FERMIN MARIA,60,54.8
FRANKLIN JOSE,60,32.5
FREDDY JOSE,60,31.4
GABRIEL VALENTIN,60,21.1
GHEORGHE VIOREL,60,35.4
GIVI,60,43.4
GREGORIO ENRIQUE,60,47.0
GREGORIO VICENTE,60,47.4
GUILLERMO ADRIAN,60,30.0
GUSTAVO CESAR,60,39.0
HANS RUDOLF,60,67.3
HARUN,60,18.0
HARWINDER,60,29.6
HECTOR GUSTAVO,60,39.6
HECTOR HERNAN,60,40.8
IAN JOHN,60,53.5
IGNACIO JULIAN,60,35.1
IKER ALEJANDRO,60,4.4
IKER DAVID,60,5.1
IOAN PETRU,60,36.3
JACINTO LUIS,60,50.6
JAMES CHRISTOPHER,60,44.6
JAVIER ARMANDO,60,33.1
JESUS CRUZ,60,50.8
JOHAN STEVEN,60,12.1
JONATHAN ALEXIS,60,17.5
JONATHAN PATRICIO,60,17.6
JORGE ABEL,60,32.2
JOSE FAUSTO,60,45.9
JOSE MARIA ANTONIO,60,61.7
JOSE SABINO,60,54.0
JOSEPH ALEXANDER,60,19.7
JUAN ALEJO,60,41.9
JUAN BERNABE,60,41.7
JUAN BORJA,60,25.7
JULIAN DANIEL,60,29.3
JULIAN MAURICIO,60,26.1
KARAN,60,16.5
KARLHEINZ,60,63.4
KRASIMIR IVANOV,60,36.7
KYLE,60,11.1
LAURENTIU CRISTIAN,60,24.2
LIDER,60,35.3
LIMIN,60,39.9
LIVIU MARIAN,60,27.9
LUCAS ADRIAN,60,10.8
LUCIAN IONUT,60,21.1
LUIS ABELARDO,60,43.9
LUIS JERONIMO,60,40.7
MARCO IVAN,60,28.1
MARCOS VINICIO,60,32.1
MARIAN LUCIAN,60,26.1
MARK ROBERT,60,41.0
M'BAREK,60,45.3
MERLIN,60,17.8
METIN,60,33.5
MIGUEL ALEXIS,60,32.3
MIGUEL MATEO,60,41.5
MIHAI CIPRIAN,60,28.6
NADIM,60,22.1
NATANIEL,60,22.2
NAWAZ,60,35.2
NECTOR,60,30.9
NICOLAS PABLO,60,24.9
OROSIO,60,67.3
OSCAR JULIO,60,42.8
OSMUNDO,60,64.7
OVIDIU ADRIAN,60,28.1
PABLO JAIME,60,34.1
PAU JOSEP,60,22.2
PETER ALEXANDER,60,43.4
PONÇ,60,38.8
RAFAEL PASCUAL,60,45.1
RAJU,60,35.9
RAMON LORENZO,60,51.0
RAUL ARMANDO,60,39.5
REINIER,60,29.9
RICARDO FABIAN,60,31.7
RICARDO RAUL,60,40.4
ROLF DIETER,60,64.6
SAMMY,60,25.1
SANTOS JESUS,60,49.8
SEBASTIAN ANDREI,60,9.8
SEBASTIAN JUAN,60,43.1
SERGEJ,60,36.7
SHALVA,60,33.1
SORIN FLORIN,60,29.3
STEFAN ANDREI,60,18.4
TEODORO MANUEL,60,47.1
THOMAS DAVID,60,32.2
TOMAS GABRIEL,60,33.9
WALTER ANDRES,60,28.4
WENBIN,60,29.8
WILLIAM EDUARDO,60,32.5
WILSON ALFREDO,60,35.2
XANET,60,11.5
YEROBE,60,4.5
YING,60,29.6
ZAKARYA,60,12.4
ABDEL HAMID,59,38.1
ABDESSADIK,59,35.4
ABDOU KARIM,59,31.0
ADAM JAMES,59,25.1
ADAN JOSE,59,23.0
ADRIAN ANGEL,59,21.7
ADRIAN ION,59,32.5
ADRIAN OVIDIU,59,27.4
AGUSTIN NICOLAS,59,18.5
AHMET,59,36.9
ALEJANDRO ADRIAN,59,21.4
ALEJANDRO FELIX,59,33.9
ALEJANDRO GUSTAVO,59,36.9
ALEX FABIAN,59,19.3
ALVARO EMILIO,59,29.7
ANTONIO LEONARDO,59,47.2
ANTONIO MAXIMO,59,52.8
ARA,59,33.9
ARISTOTELES,59,41.3
ARTURO DANIEL,59,27.3
BENJAMIN DAVID,59,22.2
BRUNO ALEJANDRO,59,21.6
CARLOS CRISTIAN,59,26.2
CARLOS WALTER,59,41.4
CATALIN DANIEL,59,24.2
CATALIN MARIUS,59,27.7
CHEICK OUMAR,59,30.0
CHISTOPHER,59,23.2
CIPRIAN NICOLAE,59,28.7
CLEBER,59,30.9
COSMIN DANIEL,59,19.5
COSMIN MARIAN,59,19.3
DAN ALEXANDRU,59,25.1
DANCHO,59,42.0
DANIEL ORLANDO,59,33.8
DARIO XAVIER,59,21.1
DAVID FRANCIS,59,55.3
DAYAN,59,16.4
DENIS IONUT,59,7.1
DOSINDO,59,65.2
DUMITRU MARIUS,59,29.4
EDGAR LUIS,59,26.5
EDGAR MARCELO,59,36.1
EDUARDO JULIO,59,42.9
EDWARD WILLIAM,59,58.1
ELIAS DANIEL,59,19.0
ELIHU,59,15.3
ERNESTAS,59,22.2
ERNESTO DAVID,59,29.1
EUCLIDES,59,39.6
FABIO DANIEL,59,25.2
FELIPE VICENTE,59,50.3
FERNANDO ALVARO,59,39.3
FORTIA,59,37.0
FRANCESC BORJA,59,30.4
FRANCISCO LEANDRO,59,41.9
FRANCISCO RODRIGO,59,32.8
GABRIEL JAIME,59,38.2
GELA,59,39.7
GHEORGHE COSMIN,59,27.6
GHEORGHE LUCIAN,59,31.6
GHEORGHE NICOLAE,59,36.1
GIAMPIERO,59,40.1
GLEN,59,37.2
GONZALO AGUSTIN,59,25.3
HERMESINDO,59,65.0
HERNAN PATRICIO,59,35.9
HOUSSEIN,59,37.2
HRISTIYAN,59,21.0
HUGO ROBERTO,59,36.1
IAN ALEXANDER,59,36.1
INDALENCIO,59,61.7
IOAN CALIN,59,33.5
ION SORIN,59,34.8
ISA,59,20.2
IVAN PEDRO,59,26.9
JAIME AUGUSTO,59,41.1
JERONIMO ANTONIO,59,44.7
JOAO ALBERTO,59,41.0
JONATHAN ANTONIO,59,19.7
JONATHAN MICHAEL,59,29.0
JONAY JESUS,59,20.5
JOSE ALADINO,59,57.9
JOSE ARIDANE,59,24.8
JOSUE MANUEL,59,18.6
JULIO NICOLAS,59,39.2
KEBIR,59,42.3
KIRAN,59,8.9
LEANDRO GABRIEL,59,21.8
LEOPOLDO JESUS,59,41.3
LIU,59,34.6
LUCIANO JAVIER,59,34.6
MAMADOU LAMARANA,59,30.7
MANOLE,59,41.4
MANUEL CAMILO,59,45.9
MANUEL DIONISIO,59,52.0
MAODO,59,34.0
MARCO FERNANDO,59,30.8
MARIAN VASILE,59,25.6
MARIAN VIOREL,59,30.9
MARIANO RAFAEL,59,46.8
MARIO RENE,59,37.3
MARTIN RAMON,59,42.5
MATEO ALEJANDRO,59,14.1
MATIAS FERNANDO,59,25.6
MAURO JAVIER,59,28.2
MIGUEL VALENTIN,59,35.1
MIHAI CONSTANTIN,59,24.9
MIQUEAS,59,20.9
MODESTO JAVIER,59,39.6
MOHCIN,59,25.9
MONAIM,59,24.8
MORITZ,59,27.2
NARCISO JESUS,59,43.4
NELSON RICARDO,59,31.7
NICOLAE CIPRIAN,59,28.8
NORBERTO MANUEL,59,41.4
OMAR EDUARDO,59,35.0
OSCAR MARINO,59,36.1
OVIDIU CRISTIAN,59,27.8
PABLO DIEGO,59,29.4
PAUL CHRISTOPHER,59,46.2
PAULINO JAVIER,59,43.3
RADEK,59,32.7
RAHMAN,59,33.0
RAMON GREGORIO,59,52.4
RAMON GUILLERMO,59,47.4
RICARDO EDUARDO,59,42.1
RICARDO NICOLAS,59,31.7
RICHARD MANUEL,59,32.1
ROBERT STEFAN,59,12.0
ROBERTO CESAR,59,40.9
RODEL,59,35.0
RUI FILIPE,59,27.9
SALAH EDDIN,59,11.2
SAMUEL ANGEL,59,27.8
SERGIO FELIPE,59,29.1
SIRAJ,59,9.7
SORIN GHEORGHE,59,33.4
TERENCE JAMES,59,61.4
UGUTZ,59,23.8
VALENTIN ANTONIO,59,45.9
VALENTIN FLORIN,59,22.5
VICTOR ORLANDO,59,38.4
VICTORIANO JESUS,59,47.6
WAHID,59,32.2
WALTER JESUS,59,36.9
WANDER,59,27.5
WANDERSON,59,25.7
WILSON ALBERTO,59,34.9
XOAN MANUEL,59,40.3
YEROVER,59,7.8
ZAHARI,59,40.8
ZORION,59,36.7
ADONAIS,58,15.2
ADRIAN VIOREL,58,32.1
AGUSTIN PABLO,58,42.8
AIPING,58,44.1
AITHOR,58,12.2
ALEJANDRO DIEGO,58,30.9
ALEXANDRU GHEORGHE,58,26.6
ALEXE,58,37.5
ALFONSO GABRIEL,58,37.9
ALFREDO MARIA,58,50.7
ALIN COSMIN,58,24.2
ANDREJS,58,34.8
ANDRES GUSTAVO,58,33.0
ANDRES MARCELO,58,29.1
ANGEL CRISTIAN,58,20.0
ANGEL JAIME,58,46.6
ANTONIO BARTOLOME,58,46.7
ANTONIO LEON,58,45.0
ANTONIO VENTURA,58,46.0
ARTURO VICENTE,58,46.4
ASIEL,58,11.5
BABIL,58,63.8
BANTA,58,30.5
BILEL,58,10.7
BORJA ALEJANDRO,58,22.3
BRAULIO MANUEL,58,43.8
CARLOS EUSEBIO,58,45.3
CESAR ALEXANDER,58,18.6
CHRISTIAN ENRIQUE,58,25.8
CHRISTIAN FABIAN,58,23.9
CHRISTIAN LUIS,58,22.1
CHRISTOPHER CHARLES,58,52.3
CRACIUN,58,41.9
CRISTIAN RICARDO,58,23.5
CRISTOBAL JUAN,58,45.6
DEIVID,58,10.2
DENILSON,58,23.1
DERRICK,58,61.3
DIEGO EZEQUIEL,58,24.4
DILYAN,58,28.7
DIMITAR PETROV,58,38.6
DOMINGO FERNANDO,58,49.9
DRAGOS CONSTANTIN,58,24.9
EBRAHIMA,58,21.0
EHEDEY,58,14.5
ENRIQUE ARTURO,58,45.8
ERNESTO JUAN,58,40.2
ESTEBAN FERNANDO,58,37.3
ESTEBAN RAMON,58,44.8
EUDOSIO,58,65.8
EVILASIO,58,69.1
FELIX MARTIN,58,47.9
FLORENT,58,34.3
FLORENTINO JOSE,58,52.5
FLORIN ANDREI,58,15.7
FREDDY ENRIQUE,58,36.7
GABRIEL MARTIN,58,24.1
GAMALIEL,58,30.0
GARETH,58,36.6
GASTON ALEJANDRO,58,26.6
GEORGE VALENTIN,58,22.3
GONZALO PEDRO,58,37.0
GUSTAVO RAFAEL,58,40.2
HEBERT,58,36.8
HECTOR ADRIAN,58,26.4
HECTOR ALEXANDER,58,20.6
HELENIO,58,50.9
HENRY PATRICIO,58,28.7
HONESTO,58,62.1
ILDEFONSO MANUEL,58,43.3
ION COSMIN,58,26.6
ION MIKEL,58,28.2
IONATAN,58,13.4
IONEL FLORIN,58,30.9
ISMAEL ANGEL,58,43.4
IULIAN MARIAN,58,25.3
IVAN FELIPE,58,23.4
JAIME MARTIN,58,36.6
JAVIER RODRIGO,58,29.5
JESUS AVELINO,58,54.7
JESUS EMILIANO,58,45.0
JESUS VIDAL,58,46.8
JIA HAO,58,5.8
JIACHENG,58,7.4
JOAN ANDRES,58,12.3
JOEL FRANCISCO,58,15.4
JOHN DOUGLAS,58,57.6
JONATAN MANUEL,58,23.8
JORN,58,49.6
JOSE ARISTIDES,58,42.8
JOSEP L,58,59.0
JOSUE JESUS,58,20.3
JULIO FELIPE,58,48.0
KALILU,58,35.9
KASSEM,58,41.6
KHIZAR,58,32.1
LUIS BENIGNO,58,48.9
LUIS EDGAR,58,35.6
LUIS GINES,58,44.1
LUIS LEANDRO,58,35.3
MANUEL BAUTISTA,58,48.6
MANUEL CAYETANO,58,38.6
MANUEL OSWALDO,58,40.1
MANZOOR,58,43.8
MAQSOOD,58,37.7
MARCELO MANUEL,58,39.0
MARCO ALEXANDER,58,17.4
MARCOS RUBEN,58,30.3
MARIO ORLANDO,58,43.0
MARYAN,58,27.3
MATIAS MIGUEL,58,37.1
MILTON JAVIER,58,30.5
MIRCEA CRISTIAN,58,26.9
MOISES ALBERTO,58,30.4
MUMTAZ,58,37.6
NDONGO,58,34.5
NESTOR ANDRES,58,31.9
ODILIO,58,60.0
OSMEL,58,30.6
OVIDIU IONUT,58,23.1
PARDEEP,58,29.1
PAUL FLORIN,58,22.0
PAULINO MANUEL,58,46.9
PERE RAMON,58,46.3
PETRU FLORIN,58,30.9
POLICARPIO,58,53.3
RADU DANIEL,58,25.4
REINEL,58,42.8
RICHARD ANDRES,58,20.9
ROBERTO FABIAN,58,34.0
ROGER DAVID,58,42.4
RONALD ALEXANDER,58,25.8
RONALD GEORGE,58,68.7
RUBEN ADRIAN,58,24.0
RUBEN JUAN,58,31.4
SAMUIL,58,30.3
SANTIAGO FELIX,58,46.9
SEBASTIAN IOAN,58,18.8
SELIM,58,29.6
SET,58,22.4
SINGH,58,33.3
STEPHEN ANDREW,58,48.6
STEPHEN PETER,58,48.7
TAYLOR,58,13.4
THOMAS HENRY,58,59.7
UMARU,58,15.4
URSINO,58,65.0
VALENTIN ADRIAN,58,24.9
VARINDER,58,28.3
VASILE DANUT,58,33.3
VASILE MIHAI,58,29.6
VELIZAR,58,27.4
VICENCIO,58,63.1
VICENTE ALFREDO,58,49.1
VINOD,58,38.1
WILSON FABIAN,58,33.4
WILSON JESUS,58,37.8
XINXIN,58,18.3
YELKO,58,12.2
YOVANI,58,25.1
ZHIHAO,58,15.4
ABDELASIS,57,42.2
ABDERAHMANE,57,29.0
ABNER,57,24.4
ADALBERT,57,51.6
ADALID,57,33.4
ALIREZA,57,39.6
ALMIR,57,34.8
ALONSO MIGUEL,57,32.7
AMABILIO,57,62.1
ANDRES RAUL,57,35.5
ANGEL ORLANDO,57,34.1
ANTHONY DANIEL,57,15.3
ANTONIO EZEQUIEL,57,34.6
ANYELO,57,16.2
ARBEY,57,41.5
ARMANDO FRANCISCO,57,45.4
ARSENIO JOSE,57,44.8
AURELIO MIGUEL,57,47.6
BERTRAN,57,19.3
BING,57,29.8
BOGOMIL,57,33.8
BOUALAM,57,38.6
BOUSELHAM,57,42.1
BRAHIM SALEM,57,33.2
BYRON FERNANDO,57,25.5
CARLOS MATEO,57,32.6
CARMEL,57,54.5
CECILIO ANTONIO,57,50.1
CESAR LEONARDO,57,29.1
CESAR OSWALDO,57,38.9
CHARKAOUI,57,34.6
CHARLES HENRY,57,56.1
CHRISTIAN IVAN,57,22.7
CIPRIANO JOSE,57,53.5
CLAUDIO ROBERTO,57,37.4
CLAUDIU CRISTIAN,57,26.0
CLAUDIU MARIUS,57,28.4
DAHOU,57,35.0
DAN MIHAI,57,30.0
DAN VASILE,57,32.4
DANISH,57,14.5
DAUDA,57,24.0
DAVID CHRISTOPHER,57,49.9
DAVID ELIAS,57,24.3
DAVID OMAR,57,26.0
DIEGO GASTON,57,31.9
DOMENECH,57,53.5
DOMINGO SANTIAGO,57,49.8
EDUARDO IVAN,57,34.5
EL KHATIR,57,39.1
EMIR,57,26.7
ERICK DAVID,57,12.1
ERLAITZ,57,12.6
EUGENIUSZ,57,53.3
EURICO,57,45.9
FEDERICO DANIEL,57,28.3
FELICIAN,57,36.4
FELIX RAUL,57,39.2
FERMIN FRANCISCO,57,49.7
FERNANDO MARCELO,57,36.5
FIDENCIANO,57,67.9
FLORIN DAN,57,30.6
FLORIN IULIAN,57,27.0
FLORIN LAURENTIU,57,26.4
FREDDY ALEJANDRO,57,24.5
GEORGE ALIN,57,22.6
GEORGE IULIAN,57,22.4
GERARDO DIEGO,57,32.7
GHEORGHE CIPRIAN,57,28.9
GREGORIO DAVID,57,32.2
GUILLERMO FEDERICO,57,33.0
HAIDER,57,22.9
HAKOB,57,32.7
HECHAM,57,22.8
HECTOR JORGE,57,47.8
HECTOR RODRIGO,57,30.5
HEINZ JURGEN,57,61.9
HENRY JOSE,57,32.0
HERNAN JESUS,57,44.2
HORACIO MANUEL,57,41.2
HRISTO IVANOV,57,38.0
IAN WILLIAM,57,57.1
IOAN ANDREI,57,22.2
IZHAR,57,12.4
JAIME EMILIO,57,44.0
JESUS ABRAHAM,57,20.9
JESUS LEOPOLDO,57,36.6
JHON EDWARD,57,25.6
JHONNY JAVIER,57,24.8
JOAN ALEJANDRO,57,6.1
JOAN ESTEVE,57,35.6
JOHNNY ALEXANDER,57,23.1
JONATHAN MARK,57,40.9
JOSE MARIA JESUS,57,60.2
JOSE SERVANDO,57,48.4
JOSEPH JOHN,57,39.3
JULIAN SANTIAGO,57,43.0
JULIO ALEXANDER,57,16.2
KADDA,57,39.6
KAMALJIT,57,33.3
KIKE,57,6.1
KOLDOBIKA MIRENA,57,43.1
LAUREANO JOSE,57,44.3
LAURINDO,57,53.3
LUIS LEON,57,39.6
LUIS MARCIAL,57,43.3
MADALIN IONUT,57,18.5
MANUEL HORACIO,57,49.3
MANUEL MARCIAL,57,55.7
MANUEL SILVESTRE,57,50.5
MARCOS DAMIAN,57,26.9
MARCOS FELIPE,57,31.1
MARCU,57,34.4
MARIAN VALENTIN,57,25.7
MARIO ALEXANDRU,57,4.6
MATEO FRANCISCO,57,40.5
MIHAI COSMIN,57,23.4
MIRCEA ADRIAN,57,31.0
MODESTO MANUEL,57,50.4
MOHAMMAD ALI,57,34.1
MUHAMMAD ALI,57,16.6
MYKYTA,57,14.6
NASKO,57,37.0
NESTOR MIGUEL,57,34.3
NICOLAE LUCIAN,57,28.3
NICOLAS ALEXANDER,57,12.3
OSCAR MARCELO,57,33.1
OSCAR MARIANO,57,38.1
PABLO ISRAEL,57,23.4
PIERPAOLO,57,34.0
PIUS,57,52.4
PLACID,57,51.1
RAMON JULIO,57,50.1
RAUL FLORIN,57,9.6
RAYYAN,57,1.4
RICARDO GUILLERMO,57,42.4
RICARDO SALVADOR,57,45.2
RODRIGO HERNAN,57,28.5
RODRIGO IGNACIO,57,26.7
ROMUALD,57,42.6
RONALD DAVID,57,38.8
SALVADOR PEDRO,57,49.7
SERGIO ALEXANDER,57,15.9
SERGIO DOMINGO,57,34.1
SISENANDO,57,64.2
SORIN CRISTIAN,57,30.9
THOMAS ANTHONY,57,43.7
VASILE OVIDIU,57,30.0
XI,57,19.9
XIAOHUA,57,38.6
YZAN,57,6.0
ZOEL,57,11.9
ABBA,56,31.0
ABDENASSER,56,30.3
ABDERRAFIE,56,31.9
ABEL DAVID,56,26.9
ABOUBAKAR,56,25.8
AHMED BABA,56,37.4
AHMIDOU,56,47.6
AJAY,56,29.6
AKIRA,56,16.0
ALAN THOMAS,56,56.8
ALEJANDRO FELIPE,56,28.8
ALIN NICOLAE,56,26.1
AMADO JESUS,56,47.3
AMR,56,15.1
ANGEL MATEO,56,38.3
ANTONIO CRISTIAN,56,17.4
ARIEL ALBERTO,56,36.8
ARTURO ANGEL,56,49.1
ARTURO RAFAEL,56,40.8
ATTILIO,56,55.3
AYACHI,56,50.1
AYOB,56,7.2
BAKR,56,8.6
BALTAZAR,56,42.2
BOUBAKER,56,31.1
CARLOS BENJAMIN,56,37.2
CARLOS NORBERTO,56,41.5
CESAR DARIO,56,32.8
CESAR MAURICIO,56,31.2
CESAR RUBEN,56,33.3
CHARLES WILLIAM,56,60.2
CLEMENTE JESUS,56,37.2
CRISTHOFER,56,16.7
CRISTIAN DARIO,56,23.4
CRISTIAN RAMON,56,25.2
CRISTOPHER ALEXANDER,56,9.1
DAILO,56,16.3
DANIEL RODRIGO,56,24.6
DARWIN JOSE,56,27.2
DAVID ORLANDO,56,30.6
DENIS ADRIAN,56,6.8
DETELIN,56,37.8
DIONISIO JAVIER,56,39.9
DOMINGO CARLOS,56,43.8
EL JILALI,56,40.0
EL MOUKHTAR,56,40.2
ELISEO MANUEL,56,50.3
ELOY JAVIER,56,37.8
ELTON,56,27.8
EMEKA,56,31.9
EMILE,56,49.4
ERNESTO ENRIQUE,56,43.8
EULOGIO MANUEL,56,46.9
EVANDRO,56,34.2
FABIAN JESUS,56,30.4
FACUNDO NICOLAS,56,14.4
FELIPE TOMAS,56,47.0
FERNANDO DARIO,56,33.5
FERNANDO EZEQUIEL,56,24.1
FERNANDO FABIAN,56,34.6
FERNANDO JAIME,56,46.2
FILADELFO,56,61.5
FLORICEL,56,40.0
FRANCISCO OMAR,56,24.2
FRANCISCO ROGELIO,56,46.7
GABRIEL ERNESTO,56,29.9
GABRIEL FELIPE,56,24.1
GIA,56,41.4
GILLERMO,56,32.5
GONZALO ALFONSO,56,39.6
GUGLIELMO,56,46.2
GUSTAVO RAUL,56,36.5
HANS JORG,56,61.3
HAORAN,56,9.7
HECTOR AUGUSTO,56,38.3
HENRY MAURICIO,56,23.8
HERMANN JOSEF,56,66.1
HIBAI,56,26.0
HIGINIO JOSE,56,47.8
ILIUTA,56,33.3
IOAN DORIN,56,33.3
IOAN DUMITRU,56,35.1
ISICIO,56,57.2
IVAN ALEXIS,56,25.3
IVAYLO IVANOV,56,30.4
JACOBUS,56,63.9
JAIRO ALONSO,56,34.6
JAVIER ELOY,56,30.2
JEREMIE,56,26.8
JOHN KEVIN,56,32.2
JOHN MARTIN,56,54.6
JONATHAN ISRAEL,56,16.6
JORGE BERNARDO,56,41.0
JOSE ABRAHAN,56,34.1
JOSE AIRAM,56,20.0
JOSE AMERICO,56,47.1
JOSE ARLEY,56,40.8
JOSE CASTOR,56,50.0
JOSE CIRILO,56,49.3
JOSE EDWIN,56,32.3
JOSE GUMERSINDO,56,55.1
JOSE MACARIO,56,50.9
JUAN ANIBAL,56,39.9
JUAN FRANCISCO JAVIER,56,54.3
JUDA,56,19.5
JULIO AUGUSTO,56,41.4
KENZO,56,5.9
KEVIN JAMES,56,42.6
KEVIN LEONARDO,56,12.0
KIERAN,56,22.7
KILIAM,56,10.7
LUAR,56,7.0
LUIS ARIEL,56,31.4
LUIS TEODORO,56,46.4
MAHAMED,56,30.9
MALKIT,56,35.8
MANUEL JUSTO,56,54.2
MARCELO PATRICIO,56,35.8
MARCOS AGUSTIN,56,27.7
MARIAN ALIN,56,24.9
MARIAN CLAUDIU,56,27.6
MARIANO GABRIEL,56,33.4
MARIUS COSTEL,56,29.4
MATIAS NAHUEL,56,13.6
NESTOR IVAN,56,30.6
NICOLAS CARLOS,56,34.8
NOOR,56,27.0
OUADIE,56,22.9
PAL,56,42.8
PATRICIO ANDRES,56,28.2
PEDRO FABIAN,56,37.5
PEDRO FIDEL,56,44.8
PIERRE JEAN,56,53.7
RAFAEL GONZALO,56,42.5
RAFAEL JAIME,56,46.7
RAUL DARIO,56,31.6
RAZVAN FLORIN,56,21.7
ROBERT ANTONIO,56,28.0
RONAN,56,26.8
RUBEN SANTIAGO,56,29.5
RUDDY,56,30.1
SAGHIR,56,37.9
SAIBOU,56,28.6
SALI,56,36.3
SANTIAGO ANTON,56,44.3
SANTIAGO IVAN,56,24.5
SANTIAGO JULIAN,56,40.6
SEBASTIAN RAFAEL,56,36.9
SENY,56,31.7
SIXTO JAVIER,56,35.3
SONNY,56,28.0
STEVEN MICHAEL,56,40.1
STUART JOHN,56,50.4
TXEMA,56,25.8
VASILE DAN,56,31.6
VASILE LIVIU,56,34.7
VASSIL,56,41.0
VICTOR ALONSO,56,26.7
VICTOR FELIX,56,43.4
VICTOR OSWALDO,56,37.9
VIKTORAS,56,35.7
WALTER FABIAN,56,36.3
WEIYI,56,24.5
WILLIAM MICHAEL,56,56.0
XAIRO,56,8.0
ZAHOOR,56,38.7
ZAKARIAA,56,16.2
ABDERRAHIME,55,28.7
ABDUL KARIM,55,34.0
AGUSTIN GABRIEL,55,31.2
AITOR DAVID,55,15.1
ALBERTO OSCAR,55,50.6
ALEX ALBERTO,55,23.4
ALEXANDRU ROBERT,55,15.2
ALEXIS FERNANDO,55,21.5
ALIN MIHAI,55,22.7
ALIU,55,33.1
ANASSE,55,13.6
ANDIMA,55,29.4
ANDREI LUCIAN,55,15.1
ANES,55,8.2
ANGEL ALEXANDER,55,16.3
ANTONIO CELSO,55,51.8
ANTONIO DARIO,55,38.2
ANTONIO MARCELO,55,43.2
ANTONIO PATRICIO,55,40.2
ASAN,55,33.5
AUGUSTO ANTONIO,55,47.0
BENDAOUD,55,39.0
BENITO ANGEL,55,52.5
BENNY,55,43.2
BOB,55,43.0
BRANDON STEVEN,55,10.6
CAMILO MANUEL,55,46.2
CARLOS JACINTO,55,41.1
CARLOS YERAY,55,22.9
CECILIO JESUS,55,41.8
CELSO JAVIER,55,39.6
CHEIKH MBACKE,55,36.1
CHRISTIAN MAURICIO,55,24.3
CLAUDIO MARTIN,55,35.3
CONSTANTIN IULIAN,55,29.9
CONSTANTIN LAURENTIU,55,30.5
COSMIN MIHAI,55,20.6
CRISTIAN ALIN,55,27.8
CRISTIAN ION,55,35.5
CRISTIAN RODRIGO,55,26.2
DAMIAN FRANCISCO,55,40.3
DANIEL COSMIN,55,21.8
DANIEL FELIX,55,33.9
DANIEL ISAAC,55,23.6
DANIEL LEONARDO,55,27.6
DAVID ARMANDO,55,27.6
DAVID AUGUSTO,55,34.6
DENIS DANIEL,55,14.2
DIEGO FEDERICO,55,29.2
DIEGO ISRAEL,55,22.5
EDISON PAUL,55,24.2
ELOY ANGEL,55,47.8
ELVIN,55,27.5
EMILIO AGUSTIN,55,45.3
ENRIQUE PASCUAL,55,44.6
ESTEBAN ANGEL,55,50.1
EUGENIO ALBERTO,55,45.0
EUSEBIO LUIS,55,48.2
EUSEBIO MIGUEL,55,48.3
FELIX GABRIEL,55,36.3
FERNANDO GONZALO,55,36.8
FIODOR,55,40.7
FLORIN IONEL,55,30.0
FREDDY ALEXANDER,55,20.5
GABRIEL CONSTANTIN,55,29.1
GAYE,55,34.6
GEORGE MICHAEL,55,37.4
GERAY,55,8.7
GHEORGHE MIHAI,55,33.6
GINES MANUEL,55,38.4
GUOHUA,55,44.2
GYULA,55,43.9
HAITHAM,55,13.8
HAROLD ANDRES,55,23.4
HENRY ANTONIO,55,36.6
HERNAN DAVID,55,24.4
HERNAN PABLO,55,35.5
HIRAM,55,28.0
HUGO RAMON,55,34.1
IKER ALEXANDER,55,5.8
IOAN DANUT,55,34.4
IOKIN,55,29.2
