nombre,frec,edad_media
CORINE,36,39.4
CRISTINA OLGA,36,40.6
CRISTINA PALOMA,36,33.1
CRISTINA VIOLETA,36,27.4
DAIREN,36,13.8
DAMIA,36,36.8
DANIELA LAURA,36,29.9
DANIELLE MARIE,36,44.8
DENISE MARIE,36,52.0
DENNISE,36,17.2
DIANA MONICA,36,32.4
DOLORES VICENTA,36,54.5
DORA ESTHER,36,58.8
DORIS ALEXANDRA,36,30.6
DORIS ALICIA,36,42.9
DOROTA MARIA,36,34.4
DUNYA,36,13.0
EBTISAM,36,12.4
EDDY,36,44.1
ELENA ANCUTA,36,23.1
ELENA SORINA,36,28.5
ELISA DOLORES,36,51.0
ELISA ELENA,36,29.3
ELISA TERESA,36,47.2
ELIZA MARIA,36,20.8
ELLY,36,60.1
ELSA CAROLINA,36,32.9
ELVIRA ANA,36,49.1
ELVIRA ANTONIA,36,60.8
ELVIRA ELENA,36,50.3
EMERENCIA,36,63.9
EMILIA JESUS,36,56.3
EMILY ROSE,36,12.0
ESTHER CAROLINA,36,26.7
EVA ALICIA,36,34.4
EVA MATILDE,36,39.4
EVA NOELIA,36,30.4
EVDOCHIA,36,45.6
EVELYN VANESSA,36,22.5
EVILIA,36,56.9
FANKA,36,38.2
FANNY ALEXANDRA,36,33.2
FELIPA CARMEN,36,60.7
FELISA CONCEPCION,36,67.2
FERNANDA CAROLINA,36,19.5
FLORENTINA ELENA,36,30.1
FLORINDA MARIA,36,53.3
FRANCES ELIZABETH,36,56.8
FRANCISCA BEGOÑA,36,43.9
FRANCISCA LUZ,36,45.2
GABRIELA CLAUDIA,36,30.6
GABRIELA LOREDANA,36,26.3
GABRIELA MONICA,36,36.9
GAUDELIA,36,73.1
GEORGETA MIHAELA,36,32.1
GERARDINA,36,55.7
GISELL,36,16.0
GIULIA MARIA,36,9.9
GLADYS INES,36,44.6
GLORIA JANETH,36,37.2
GOUNDO,36,19.7
GUADALUPE ISABEL,36,39.7
HELLE,36,47.0
HENNY,36,62.9
HIRA,36,13.9
ILIANA MARIA,36,32.0
INES RAQUEL,36,37.4
INES ROSA,36,52.6
INES YOLANDA,36,43.3
INMACULADA JESUS,36,36.6
IOANA ANCUTA,36,26.4
IOANA GEORGIANA,36,19.1
IONELA FLORINA,36,24.0
IOVANA,36,25.5
IRENE JESUS,36,41.2
IRENE PAULA,36,32.3
IRINE,36,37.8
IRIS YOLANDA,36,38.0
ISABEL CANDELARIA,36,44.6
ISABEL PINO,36,34.9
ISAMARA,36,15.8
ISMAHAN,36,16.9
JOAQUINA PILAR,36,56.7
JOHANNA ALEJANDRA,36,24.2
JOSEFA CELIA,36,63.8
JUANA ELISA,36,52.6
JUANA SOFIA,36,55.5
JUDITA,36,37.4
JULIE MARGARET,36,50.9
JUNA,36,9.8
KAROL VANESSA,36,21.2
KATHARINA MARIA,36,48.9
KATHRYN ANN,36,49.5
KAZIMIERA,36,55.9
KORAIMA,36,8.8
KRYSTYNA MARIA,36,49.2
LADY TATIANA,36,20.3
LAURA JUDITH,36,30.8
LAURA NICOLETA,36,23.7
LAURA PIEDAD,36,38.8
LEIDY YOHANA,36,23.2
LEONOR ANGELES,36,55.7
LEONOR MERCEDES,36,53.9
LETICIA MAR,36,26.5
LIDIA VERONICA,36,33.5
LILIAN ROSA,36,38.4
LILING,36,30.1
LIUVA,36,21.7
LORRAINE ANN,36,50.3
LOUISE ANN,36,37.6
LOUISE JANE,36,36.8
LOURDES CAROLINA,36,30.3
LUCIA CONSUELO,36,44.1
LUCILE,36,37.5
LUCINEIA,36,35.9
LUZ RAQUEL,36,38.5
MADALINA CRISTINA,36,20.6
MAGENCIA,36,68.1
MAHNOOR,36,6.2
MAILA,36,28.6
MAISSAE,36,5.8
MANUELA MARGARITA,36,53.4
MARCELA CECILIA,36,36.8
MARCELA ISABEL,36,37.9
MARCELA PILAR,36,40.5
MARCIA APARECIDA,36,38.8
MARCIA ISABEL,36,31.8
MARGARET JANE,36,62.8
MARGARITA MAGDALENA,36,47.3
MARIA ARAN,36,23.9
MARIA ARANCHA,36,36.6
MARIA BUENAVENTURA,36,50.7
MARIA CARMEN ROSARIO,36,55.7
MARIA MANUEL,36,40.1
MARIA MELVA,36,49.8
MARIA OCTAVIA,36,47.1
MARIA OLEGARIA,36,58.0
MARIA PILAR ELENA,36,59.2
MARIA PILAR JULIA,36,56.9
MARIA PILAR ROSA,36,58.9
MARIA ROSA CARMEN,36,60.5
MARIA SAGRADO CORAZON,36,51.5
MARIA SALCEDA,36,52.4
MARIA SCHEREZADE,36,27.7
MARIA YOHANA,36,30.9
MARINA CLARA,36,36.4
MARINA FATIMA,36,29.0
MARIZABEL,36,27.6
MARTA LETICIA,36,33.3
MARTHA ESTHER,36,52.5
MATILDE ELENA,36,53.3
MEGAN LOUISE,36,14.8
MEIYAN,36,31.5
MERCEDES BELEN,36,37.2
MERCEDES JULIA,36,53.3
MIHAELA GEORGETA,36,33.6
MIHAELA VALENTINA,36,26.8
MILAGROS ALTAGRACIA,36,43.4
MILLERLANDY,36,33.3
MILVA,36,33.3
MIREIA CARMEN,36,19.4
MIRIAM LUCIA,36,29.3
MIRIAN ROSARIO,36,32.9
MIRIAN TERESA,36,33.8
MIRIAN YOLANDA,36,38.7
MIRTA RAQUEL,36,49.4
MONICA CATALINA,36,35.0
MONICA MARIBEL,36,32.5
NANCY MARGOTH,36,34.9
NANCY PIEDAD,36,37.9
NASIM,36,36.9
NATALIA LAURA,36,27.9
NATALIA PAULA,36,26.4
NAYOMI,36,15.0
NEREIDA PINO,36,22.8
NICOLETA MIRELA,36,28.6
NOELIA ESTEFANIA,36,13.6
NOELIA PATRICIA,36,24.0
NOELIA VICTORIA,36,20.6
NORA CARMEN,36,38.5
NORMA GLADYS,36,51.7
NURIA ALEJANDRA,36,15.6
ODETA,36,32.4
OLAIZ,36,23.7
OUASIMA,36,22.9
PALOMA ALMUDENA,36,36.3
PAOLA LUCIA,36,16.4
PAOLA VERONICA,36,32.3
PARMENIA,36,76.9
PATRICIA GUADALUPE,36,29.8
PAULA ANGELES,36,34.1
PAULA JIMENA,36,21.2
PAULA MARIANA,36,28.0
PAULINA ALEJANDRA,36,30.4
PETRA ANTONIA,36,63.6
PETRA TERESA,36,65.6
PILAR PALOMA,36,48.5
PLAUTILA,36,72.0
QIAOLING,36,31.6
QUEILA,36,22.6
RAMONA ALINA,36,26.5
RAQUEL ALEXANDRA,36,23.6
RAVINDER,36,32.6
REBECA CRISTINA,36,18.5
REBECCA ELIZABETH,36,26.2
RITA JOSEFA,36,57.8
ROCIO ALEXANDRA,36,25.2
ROCIO AURORA,36,33.4
ROSA ASCENSION,36,51.2
ROSA ESTEFANIA,36,23.1
ROSA OLGA,36,54.3
ROSALYN,36,38.5
ROSANNY,36,27.8
ROSIANE,36,31.1
ROXANA MADALINA,36,22.0
RUTH MARGARITA,36,35.7
SAEEDA,36,36.3
SANDRA FABIANA,36,39.4
SANDRA JIMENA,36,32.0
SANDRA LUISA,36,35.5
SANDRA NATALIA,36,26.1
SARA ELISABET,36,22.8
SARA VIRGINIA,36,33.9
SARABJIT,36,34.8
SEGISMUNDA,36,76.3
SENORINA,36,69.9
SHEILA CRISTINA,36,20.6
SILMARA,36,30.6
SILVIA ENCARNACION,36,35.4
SIRKKA LIISA,36,67.1
SOFIA ANDREA,36,13.4
SOLEDAD ISABEL,36,43.5
SOLEDAD ROSARIO,36,48.9
SOLMIRA,36,66.6
SONIA REGINA,36,43.8
SORAYA ELIZABETH,36,31.0
STACY,36,13.3
SURI,36,2.5
SUSAN JENNIFER,36,60.1
SUSAN LINDA,36,55.4
SUSANA FRANCISCA,36,44.8
SUSANA INMACULADA,36,41.1
SUSANA MANUELA,36,36.7
SUZANNE ELIZABETH,36,49.6
SYLVANA,36,28.3
TAISIA,36,26.5
TERESA SOFIA,36,40.1
TIANA,36,10.0
TOÑI,36,29.6
TRACY ANNE,36,40.2
TRINE,36,40.9
VENICIA,36,66.3
VERONICA MARGARITA,36,34.3
VICTORA,36,67.8
VICTORIA ANTONIA,36,51.3
VICTORIA SOLEDAD,36,31.2
VIRGINIA ANA,36,35.6
VIRGINIA DOLORES,36,42.5
VIRGINIA ROSARIO,36,38.3
XIAOYUE,36,30.7
XULI,36,31.3
YAHIMA,36,26.2
YANINA SOLEDAD,36,24.8
YANINE,36,22.3
YATING,36,9.5
YESMINA,36,23.6
YESSICA ALEJANDRA,36,18.3
YOLANDA ROSA,36,47.4
YOLANDA VICTORIA,36,45.2
YUWEI,36,30.4
ZEINEB,36,16.3
ZEYNEP,36,28.1
ZHU,36,34.3
ZOE MARIA,36,10.4
ADELMA,35,56.6
ADRIANA SIMONA,35,29.5
AIDA MERCEDES,35,48.8
AIJU,35,46.3
AINARA PINO,35,4.2
ALBA PINO,35,11.0
ALEXANDRA PAOLA,35,22.8
ALICIA EUGENIA,35,37.0
ALICIA GABRIELA,35,26.4
ALICIA SOFIA,35,28.6
ALINA CARMEN,35,31.6
ALINA CATALINA,35,24.6
ALINA COSMINA,35,25.4
AMADA JESUS,35,48.8
AMARAL,35,4.9
AMELIA ROSARIO,35,58.6
AMINETOU,35,31.4
ANA AFRICA,35,33.1
ANA LILIAN,35,34.9
ANA TEODORA,35,47.4
ANA YAIZA,35,22.7
ANA ZORAIDA,35,31.6
ANABEL MARIA,35,20.6
ANALIZA,35,32.6
ANDREEA COSMINA,35,16.5
ANDREEA MONICA,35,22.4
ANDREEA TEODORA,35,16.6
ANDREZA,35,29.2
ANDZELIKA,35,22.0
ANEL,35,22.6
ANGELA ELVIRA,35,51.5
ANGELA LEONOR,35,41.6
ANGELA LORENA,35,29.1
ANGELA VIRGINIA,35,39.3
ANGELES ANTONIA,35,57.1
ANGELES GLORIA,35,56.0
ANGELES MILAGROS,35,43.2
ANGELICA ISABEL,35,33.7
ANGHARA,35,21.0
ANNUNZIATA,35,54.6
ANTONIA CANDELARIA,35,49.9
ANTONIA IRENE,35,46.1
ANTONIA MATILDE,35,58.5
ANTONIA PAZ,35,47.6
AUDELIA,35,64.8
AUIXA,35,48.0
AURORA INMACULADA,35,44.0
AZAHARA CARMEN,35,11.7
BARBARA ELENA,35,30.7
BARBARA ELISABETH,35,53.6
BEATRIZ MARINA,35,33.5
BEGOÑA ROSARIO,35,41.6
BERTA PILAR,35,38.1
BERTHA ALICIA,35,40.6
BERTHA ISABEL,35,42.1
BETTY ROCIO,35,35.7
BETZABE,35,32.8
BLANCA MARLENE,35,39.0
CAIFEN,35,34.4
CAIHONG,35,34.4
CAMELIA MARIANA,35,31.6
CANDELARIA MAR,35,45.9
CANDIDA CARMEN,35,60.8
CARLA MANUELA,35,27.8
CARLA ROCIO,35,15.8
CARLITA,35,41.6
CARMEN ZORAIDA,35,40.7
CATHERINE MARIA,35,38.7
CATIANA,35,24.5
CHUNFEN,35,38.3
CHUNLIAN,35,41.0
CLARA JOSEFA,35,56.1
CLARIZA,35,39.7
CLAUDIA LETICIA,35,31.8
CLAUDIA MIRELA,35,31.7
CONCEPCION LUCIA,35,52.2
CONCEPCION MILAGROS,35,52.6
CORINA GABRIELA,35,28.7
COSIMA,35,25.3
CRISTINA ROXANA,35,22.4
CUIHUA,35,50.7
CUIYING,35,47.8
DAFNE MARIA,35,15.8
DALMA,35,24.7
DANICA,35,30.0
DANIELA CAMELIA,35,35.1
DANIELA GEORGIEVA,35,37.1
DANIELA PILAR,35,21.7
DANIELA RAMONA,35,31.4
DAYA,35,17.4
DAYLIN,35,25.0
DENISE MARIA,35,36.7
DIANA IONELA,35,17.2
DIOSINDA,35,65.4
DOAAE,35,3.7
DOINA ELENA,35,36.8
DOLORES CECILIA,35,49.9
DOLORES ELIZABETH,35,38.1
DOLORES ELVIRA,35,49.6
DUNIXE,35,18.8
EDENIA,35,30.9
ELENA ADELINA,35,23.9
ELENA ANCA,35,26.4
ELENA GUADALUPE,35,38.7
ELENICE,35,36.5
ELSA PIEDAD,35,44.9
ELVIRA CRISTINA,35,40.6
EMELITA,35,48.0
ERIKA NATALIA,35,20.0
ERMERINDA,35,75.6
ESTELA PILAR,35,18.5
EUGENIA CRISTINA,35,39.4
EUGENIYA,35,31.9
EURIDICE,35,28.6
EVA ALEJANDRA,35,22.8
EVA ASCENSION,35,37.4
EVA CECILIA,35,35.3
EVA ESPERANZA,35,34.9
EVELYN DAYANA,35,11.7
FABRICIA,35,31.0
FERIEL,35,15.1
FILOMENA CARMEN,35,62.2
FLOR ISABEL,35,43.6
FLORENCIA AGUSTINA,35,18.4
GABRIELA BELEN,35,18.4
GABRIELA IONELA,35,23.0
GABRIELA MARGARITA,35,31.2
GABRIELA STEFANIA,35,18.5
GALADRIEL,35,15.2
GEMA ESPERANZA,35,28.4
GENA,35,43.5
GICUTA,35,34.7
GLENDA MARIA,35,35.9
GLORIA ESMERALDA,35,40.7
GLORIA JEAN,35,63.8
GRACE KELLY,35,19.8
HELENA CARMEN,35,17.5
HELENA SOFIA,35,17.2
HELOISA,35,30.8
HELVIA,35,22.8
HENDA,35,19.5
HEROINA,35,63.8
HIROMI,35,37.7
HONGFEN,35,35.7
HUIFANG,35,37.9
ICO,35,20.6
IDARA,35,5.4
INMACULADA ASUNCION,35,36.2
IOANA LAURA,35,24.4
IRAIS,35,13.4
IRENE ESTHER,35,34.5
IRINEA,35,30.3
IRMA CARMEN,35,48.3
ISABELA MARIA,35,13.3
ISILDA,35,54.8
ITAMAR,35,20.1
ITZAL,35,16.5
IULIA CRISTINA,35,21.7
IVANILDE,35,41.7
JACQUELINE SUSAN,35,54.4
JANET SUSAN,35,58.9
JESSICA ELENA,35,25.4
JINYAN,35,28.3
JINZHU,35,41.7
JOHANNA ELISABETH,35,47.5
JOLANTA MARIA,35,40.3
JOSEFA FERNANDA,35,58.4
JOSEFA GUADALUPE,35,59.6
JOSEFA PIEDAD,35,66.2
JOSEFINA MERCEDES,35,56.9
JOVANNA,35,25.5
JUANA GUADALUPE,35,50.7
JUANA REMEDIOS,35,51.2
JUANA TRINIDAD,35,53.6
JUDITH MARGARET,35,61.0
JULIA EUGENIA,35,42.5
JULIA LAURA,35,36.8
JULIA MONTSERRAT,35,44.7
KAREN LISSETTE,35,22.4
KARINA LORENA,35,31.9
KARLA FERNANDA,35,19.1
KARLA ISABEL,35,22.4
KAROL ANDREA,35,19.7
KATARZYNA JOANNA,35,30.2
KATHARINE,35,43.7
KATHERINE ALEJANDRA,35,20.0
KATHLEEN ELIZABETH,35,60.7
KEISY,35,9.0
KYOKO,35,43.2
LADY VANESSA,35,20.5
LARA PATRICIA,35,25.5
LARISA MIHAELA,35,16.2
LAURA LUZ,35,32.2
LAVINIA IOANA,35,21.4
LEILANI,35,28.9
LIBIA MARIA,35,43.8
LICA,35,44.0
LIDIA MAR,35,27.1
LILIANA CAROLINA,35,27.8
LIZICA,35,40.7
LORENA ESTHER,35,27.5
LORENA FERNANDA,35,29.2
LORENA INES,35,29.0
LORENA ROSARIO,35,33.8
LUCIA BEGOÑA,35,39.2
LUCIA PAOLA,35,16.5
LUDIVINE,35,29.4
LUISA CARLOTA,35,44.5
LUISA ROCIO,35,34.5
LUPICINA,35,69.7
LUZ AMADA,35,45.6
LUZ IRENE,35,36.8
LUZ MARLENE,35,38.4
LUZ NIDIA,35,43.3
LYUBOMIRA,35,21.2
MAGDALENA EWA,35,30.2
MANOELA,35,32.0
MARCELA CRISTINA,35,35.4
MARIA ALCINA,35,48.2
MARIA ANAHI,35,30.5
MARIA ANGELES CARMEN,35,58.9
MARIA DEYANIRA,35,40.3
MARIA DOLORES TERESA,35,63.2
MARIA ELITA,35,52.8
MARIA ELPIDIA,35,56.5
MARIA ELSY,35,45.6
MARIA EXPIRACION,35,52.4
MARIA GUILLERMA,35,53.8
MARIA HUERTO,35,49.3
MARIA IRATXE,35,34.0
MARIA LUISA FERNANDA,35,59.2
MARIA MARA,35,34.0
MARIA MARCIANA,35,62.8
MARIA MARIA,35,48.8
MARIA MATEA,35,63.8
MARIA NOELLE,35,42.2
MARIA OVIDIA,35,61.6
MARIA PILAR VICTORIA,35,58.2
MARIA RUBIALEJOS,35,53.3
MARIA TRIANA,35,16.6
MARIA VIORICA,35,32.5
MARIANA MONICA,35,32.7
MARIATERESA,35,51.8
MARINA EMILIA,35,47.5
MARINA MONTSERRAT,35,38.7
MARINA SOFIA,35,22.1
MARITZA PILAR,35,38.2
MARIYA PETROVA,35,40.1
MARTA ENCARNACION,35,34.3
MARTA PINO,35,24.1
MARTHA GUADALUPE,35,42.3
MARY FLOR,35,45.5
MENG,35,24.9
MERCEDES JOSEFINA,35,48.6
MERCEDES RAQUEL,35,41.1
MILAGROS JOSEFA,35,54.3
MILVIA,35,38.9
MIRELA CRISTINA,35,27.2
MIRIAM GRACIELA,35,41.9
MIRIAM JOSE,35,34.1
MIRIAM LORENA,35,25.6
MIRIAM MAR,35,22.3
MIRUNA,35,11.8
MISHEL,35,6.8
MONICA EUGENIA,35,36.0
MONICA EVA,35,36.1
MONICA GUADALUPE,35,36.4
MONICA MABEL,35,37.6
MUSKAN,35,6.8
NADIA ELENA,35,25.6
NAHIANE,35,4.8
NAJIYA,35,28.4
NANCY ALEXANDRA,35,31.5
NANCY PAOLA,35,29.2
NANULI,35,53.4
NAOMI MARIA,35,13.8
NASRA,35,24.9
NASTIA,35,10.8
NAWAR,35,12.7
NEHAD,35,9.0
NELLY MERCEDES,35,45.0
NEVA,35,32.9
NICOLE CAROLINA,35,12.8
NICOLETA CARMEN,35,32.4
NICOLETA GEORGIANA,35,18.9
NICOLETA MONICA,35,30.7
NIEVES ANGELES,35,44.9
NIEVES CONCEPCION,35,50.2
NIEVES LOURDES,35,42.4
NIEVES MERCEDES,35,48.0
NIEVES RAQUEL,35,40.0
NIT,35,10.8
NOEL,35,27.3
NORIMAN,35,6.9
NORKA,35,40.6
NORMA ALEJANDRA,35,31.8
ODINA,35,45.3
OLGA ALEXANDRA,35,35.1
OLGA DELIA,35,48.7
OLGA FRANCISCA,35,50.6
OLGA MONTSERRAT,35,43.0
PAMELA CARMEN,35,33.4
PASCUALA MARIA,35,52.4
PATRICIA JANET,35,42.3
PATRICIA JARA,35,29.3
PATRICIA JULIA,35,33.6
PATRICIA ROSE,35,66.5
PAULA IRENE,35,24.6
PAULA MONICA,35,26.8
PAULA TATIANA,35,20.7
PHILIPPA,35,40.9
PILAR M,35,56.9
PRESENTACIO,35,69.3
PRICILA,35,39.2
RAMONA ANDREEA,35,19.0
RAYAN,35,6.6
REINA MARGARITA,35,48.3
RITA ANGELES,35,44.5
RITA MARY,35,60.6
ROA,35,3.9
ROCIO JESUS,35,34.4
ROCIO MARIBEL,35,27.9
ROSA ANGELINA,35,38.3
ROSA EDELMIRA,35,45.9
ROSA HILDA,35,48.5
ROXANA ALINA,35,23.4
ROXANA DIANA,35,19.7
ROZINA,35,34.2
RUS,35,27.2
RUTH ABIGAIL,35,16.5
RUTH MIRIAM,35,31.7
SABINA CARMEN,35,48.8
SAHIDA,35,30.1
SAMAIRA,35,13.6
SAMANTHA MARIA,35,25.2
SARA ANGELA,35,29.4
SARA FATIMA,35,21.3
SAUSAN,35,21.8
SEVDALINA,35,31.7
SHAIRA,35,7.6
SHAOHUA,35,42.7
SHARON LESLEY,35,46.3
SHUFEN,35,39.0
SHUMAILA,35,24.1
SILVIA MARIBEL,35,30.3
SILVIA SOFIA,35,26.7
SIMONETA,35,23.0
SIRATS,35,12.7
SIRENA,35,33.9
SOFIA DANIELA,35,14.4
SOFIA LUISA,35,37.2
SONIA EDITH,35,41.3
SONIA MONICA,35,35.1
SONIA PINO,35,32.7
STEPHANIE ANN,35,40.4
SUSANA CONCEPCION,35,44.3
SUSANA LEONOR,35,44.1
SUSANA PAULA,35,35.6
TAANANT,35,65.4
TANIA BELEN,35,22.6
TANIA VANESSA,35,25.0
TATIANA SOFIA,35,10.7
TEODORA CARMEN,35,61.6
TERESA CONSUELO,35,52.6
TERESA MATILDE,35,52.4
TONKA,35,46.4
TRIJNTJE,35,64.6
VALENTINA ISABEL,35,31.9
VANESSA SOFIA,35,21.6
VASILIKI,35,34.6
VICTORIA JULIA,35,43.9
VIDELINA,35,58.0
VIOLINA,35,32.8
VIVIANA ROCIO,35,31.0
XENIA MARIA,35,19.4
XIAOE,35,42.9
XIULING,35,37.9
XUMEI,35,33.9
XUWEI,35,30.7
YAIZA ISABEL,35,20.3
YANFEN,35,33.4
YAZMINA CARMEN,35,27.2
YENNI,35,29.4
YRIS,35,36.7
YUEYING,35,42.5
YUKA,35,30.3
YULING,35,34.4
ZAFIRA,35,16.6
ADELINA CARMEN,34,51.2
ADINA IOANA,34,22.2
ADRIANA ELISABETH,34,26.7
ADRIANA FLORENTINA,34,24.0
AGUSTINA ISABEL,34,54.7
AIDA CECILIA,34,40.0
AIKATERINI,34,37.7
ALBA ELIZABETH,34,30.9
ALBA IRENE,34,26.6
ALBERTA MARIA,34,57.6
ALEIXANDRA,34,24.0
ALEJANDRA ANA,34,28.7
ALEJANDRA LORENA,34,25.8
ALICIA LAURA,34,34.6
ALMUDENA PINO,34,25.1
AMALIA ANGELES,34,46.9
AMANTINA,34,56.1
AMOR DIOS,34,53.4
ANA ADELAIDA,34,32.5
ANA DILIA,34,44.7
ANA ELBA,34,40.6
ANA MONSERRAT,34,38.4
ANA NICOLETA,34,28.4
ANA OFELIA,34,44.7
ANA SOCORRO,34,45.5
ANAIDA,34,33.6
ANCA NICOLETA,34,26.2
ANDRA MIHAELA,34,14.9
ANDREA ANA,34,29.4
ANDREA JESUS,34,28.1
ANDREA LETICIA,34,26.6
ANDREA RAQUEL,34,26.1
ANGELA AURORA,34,43.2
ANGELA CONSUELO,34,49.1
ANGELA EMILIA,34,50.1
ANGELA NATALIA,34,26.2
ANGELA VICENTA,34,50.1
ANGELES CRISTINA,34,39.9
ANGELICA CRISTINA,34,26.5
ANGIE KATHERINE,34,15.4
ANNA KRISTINA,34,39.9
ANTONIA FATIMA,34,42.3
ANTONIA RAFAELA,34,60.4
ANTONIA SONIA,34,37.8
ARIS,34,17.8
ARMELLE,34,39.5
ASSMAA,34,25.1
AYSEL,34,22.9
AYTANA,34,7.8
BARBARA ALEXANDRA,34,22.7
BEGOÑA ESTHER,34,39.1
BEGUM,34,45.1
BELMIRA,34,53.4
BENERANDA,34,66.0
BETHANIA,34,27.3
BLANCA GLADYS,34,47.6
BRANKA,34,47.0
CAIFENG,34,31.4
CAIHUA,34,39.9
CAMILA LUCIA,34,12.8
CARMEN ESMERALDA,34,38.1
CARMEN FERNANDA,34,42.1
CARMEN JANETH,34,35.6
CARMEN JOAQUINA,34,50.4
CARMEN SIMONA,34,38.1
CASTORINA,34,55.6
CATAISA,34,19.8
CATALINA CONCEPCION,34,56.4
CELIA ROCIO,34,22.7
CENOBIA,34,68.6
CHANDRA,34,42.2
CHLOE MARIE,34,11.8
CHOMICHA,34,38.1
CHUNHONG,34,37.6
CINDY TATIANA,34,20.4
CLARA ANGELES,34,38.8
CLAUDIA ELISA,34,24.6
CLAUDIANA,34,54.7
CONCEPCION JULIA,34,57.4
CORINA MARIANA,34,29.7
CRISTINA ASUNCION,34,31.8
CRISTINA EVA,34,32.8
CRISTINA FERNANDA,34,26.4
DAIDA MARIA,34,24.1
DANA ELENA,34,25.6
DANIELA IVANOVA,34,32.6
DANIELA NICOLE,34,10.4
DANIELA STEFANIA,34,17.6
DELIA GABRIELA,34,17.6
DENISE ANNE,34,51.5
DIANA FLORENTINA,34,21.1
DIANA MARICELA,34,26.3
DIONE,34,35.8
DOLORES YOLANDA,34,45.1
DOLTZA,34,25.6
DOMINGAS,34,42.8
DONA,34,36.2
DORA LIBIA,34,38.6
DORIS ISABEL,34,41.4
DOROTA ANNA,34,35.2
DORTE,34,48.3
EDEL,34,31.0
EDELINA,34,55.8
EDERNE,34,24.9
EIMY,34,7.7
ELDY,34,37.7
ELENA FATIMA,34,28.1
ELENA FLORINA,34,26.6
ELENA ISABELA,34,18.1
ELENA MILAGROS,34,43.1
ELIZABETH ROSARIO,34,36.4
ELSA GLORIA,34,48.4
EMILIA ESTHER,34,52.5
EMMA TERESA,34,29.9
ENCARNACION ANGELES,34,48.9
ENCARNACION ROCIO,34,29.5
ENEMESIA,34,72.1
ESTER CARMEN,34,41.1
ESTHER CONCEPCION,34,44.4
EVA JOSEFA,34,41.7
EVA MAGDALENA,34,35.1
EWA KATARZYNA,34,32.5
FABIOLA ANDREA,34,27.7
FERNANDA CRISTINA,34,31.2
FLORICA DANIELA,34,32.6
FRANCISCA OLGA,34,56.4
FRANCISCA SONIA,34,39.5
GEMA MILAGROS,34,37.4
GENESIS DANIELA,34,10.7
GERMINA,34,56.8
GIOIA,34,27.5
GIZELA,34,43.2
GLADYS MAGDALENA,34,46.2
GLENDA ELIZABETH,34,35.8
GLORIA FERNANDA,34,42.9
GLORIA LORENA,34,31.9
GLORIA NATIVIDAD,34,46.9
GRACIELA EDITH,34,47.0
GRACIELA MARGARITA,34,48.4
GRISELDA MARIA,34,42.9
HAIHUA,34,36.2
HONESTA,34,76.0
INESE,34,35.9
INGER LISE,34,65.5
INGRID ELISABETH,34,59.8
INMACULADA CRISTINA,34,33.3
INMACULADA LUCIA,34,36.3
IOAR,34,18.4
IRENE ANTONIA,34,55.6
IRENE CAROLINA,34,23.9
IRENE MARY,34,69.9
IRINA GABRIELA,34,24.2
IRMA ESTHER,34,54.1
ISABEL PURIFICACION,34,48.0
ISABEL SEGUNDA,34,60.1
ISHTAR,34,16.8
JACQUELINE PILAR,34,37.2
JADILLA,34,29.1
JAMA,34,43.7
JANET CHRISTINE,34,59.9
JAZMIN ELIZABETH,34,24.5
JENNA,34,22.9
JENNY CECILIA,34,38.4
JESSICA BELEN,34,17.5
JESSICA MERCEDES,34,27.3
JIA JIA,34,8.5
JILL ELIZABETH,34,56.1
JIMENA CARMEN,34,29.6
JINLI,34,28.6
JOHANA CAROLINA,34,21.7
JOICE,34,28.8
JOSEFA EULALIA,34,63.7
JOSEFA GEMA,34,40.2
JOSEFA LUZ,34,56.9
JOSEFA MARTINA,34,67.2
JULIA ANNE,34,52.4
JULIA ESTER,34,44.6
JULITA MARIA,34,52.1
JUVENCIA,34,70.0
KAREN LISBETH,34,14.7
KAREN LISSETH,34,16.0
KAREN ROCIO,34,23.0
KERRY ANNE,34,34.4
KORA,34,10.4
LAIRA,34,7.5
LARA BEATRIZ,34,20.6
LARA PAULA,34,28.7
LARA VICTORIA,34,15.5
LAURA AMELIA,34,34.6
LAURA CONSUELO,34,33.6
LAURA GEORGIANA,34,21.3
LAURA GLORIA,34,33.9
LAURENTA,34,34.7
LEIDY YULIANA,34,21.1
LENA MARIA,34,29.5
LEYDI JOHANA,34,23.5
LIDAN,34,30.4
LIDIA CAROLINA,34,28.6
LIDIA CONCEPCION,34,37.6
LIDIA NOEMI,34,42.4
LIJIE,34,29.1
LILYA,34,29.9
LIRA,34,36.4
LIZ NOELIA,34,25.7
LOUISE ANNE,34,38.9
LUCIA ASUNCION,34,49.1
LUCIA MARIANA,34,29.0
LUCIA REYES,34,27.7
LUCY ELIZABETH,34,31.7
LUISA ELVIRA,34,50.6
LUZ AMALIA,34,43.1
MADONA,34,31.2
MAGELA,34,29.9
MANUELA FATIMA,34,44.0
MANUELA LOURDES,34,51.4
MANUELA RAMONA,34,59.1
MARCIA LORENA,34,33.7
MARGARITA JOSE,34,49.1
MARGARITA JULIA,34,54.2
MARIA ABRIL,34,16.0
MARIA ALDINA,34,57.1
MARIA ANICETA,34,56.8
MARIA ATOCHA,34,55.0
MARIA CARMEN ANA,34,60.3
MARIA CATHERINE,34,37.0
MARIA CHIARA,34,28.9
MARIA CLORINDA,34,59.1
MARIA COLLELL,34,52.9
MARIA EDICTA,34,61.3
